title,author,isbn_13,format_code,location_code,notes,cover_url
The Marvelous Land of Oz,L. Frank Baum,9781694960580.0,PB,F1-B18-S05,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781694960580-L.jpg
The Marvelous Land of Oz,L. Frank Baum,9781694960580.0,PB,F1-B18-S05,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781694960580-L.jpg
The Middle Temple Murder,Joseph Smith Fletcher,9798403086011.0,PB,F1-B21-S01,,https://covers.openlibrary.org/b/isbn/9798403086011-L.jpg
The Middle Temple Murder,Joseph Smith Fletcher,9798403086011.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9798403086011-L.jpg
The Midnight Club,James Patterson,9780007825653.0,PB,F1-B19-S10,,https://covers.openlibrary.org/b/isbn/9780007825653-L.jpg
The Midnight Club,James Patterson,9780007825653.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780007825653-L.jpg
The minds of Billy Milligan,Daniel Keyes,9784152035264.0,PB,F1-B06-S09,,https://covers.openlibrary.org/b/isbn/9784152035264-L.jpg
The minds of Billy Milligan,Daniel Keyes,9784152035264.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9784152035264-L.jpg
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040.0,PB,F2-B09-S06,Replacement case,https://covers.openlibrary.org/b/isbn/9780140038040-L.jpg
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040.0,PB,F2-B09-S06,Replacement case,https://covers.openlibrary.org/b/isbn/9780140038040-L.jpg
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040.0,PB,F2-B09-S06,Replacement case,https://covers.openlibrary.org/b/isbn/9780140038040-L.jpg
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040.0,PB,F2-B09-S06,Replacement case,https://covers.openlibrary.org/b/isbn/9780140038040-L.jpg
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040.0,PB,F2-B09-S06,Replacement case,https://covers.openlibrary.org/b/isbn/9780140038040-L.jpg
The Moonstone,Wilkie Collins,9780557745876.0,PB,F1-B08-S01,,https://covers.openlibrary.org/b/isbn/9780557745876-L.jpg
The Moonstone,Wilkie Collins,9780557745876.0,PB,F1-B08-S01,,https://covers.openlibrary.org/b/isbn/9780557745876-L.jpg
The Moonstone,Wilkie Collins,9780557745876.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780557745876-L.jpg
The Moonstone,Wilkie Collins,9780557745876.0,PB,F1-B08-S01,,https://covers.openlibrary.org/b/isbn/9780557745876-L.jpg
The most dangerous game,Richard Connell,9781479454129.0,PB,F2-B14-S03,,https://covers.openlibrary.org/b/isbn/9781479454129-L.jpg
The most dangerous game,Richard Connell,9781479454129.0,ACD,F1-B26-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781479454129-L.jpg
The most dangerous game,Richard Connell,9781479454129.0,PB,F2-B14-S03,,https://covers.openlibrary.org/b/isbn/9781479454129-L.jpg
The most dangerous game,Richard Connell,9781479454129.0,PB,F2-B14-S03,,https://covers.openlibrary.org/b/isbn/9781479454129-L.jpg
The Moving Finger,Agatha Christie,9780061749810.0,PB,F1-B03-S03,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780061749810-L.jpg
The Moving Finger,Agatha Christie,9780061749810.0,PB,F1-B03-S03,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780061749810-L.jpg
The Moving Finger,Agatha Christie,9780061749810.0,ACD,F0-B03-S09,Popular title - keep on display; Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780061749810-L.jpg
The Moving Finger,Agatha Christie,9780061749810.0,PB,F1-B03-S03,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780061749810-L.jpg
The Murder at the Vicarage,Agatha Christie,9780008611910.0,PB,F2-B24-S03,,https://covers.openlibrary.org/b/isbn/9780008611910-L.jpg
The Murder at the Vicarage,Agatha Christie,9780008611910.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780008611910-L.jpg
The Murder of Roger Ackroyd,Agatha Christie,9788477511328.0,PB,F1-B02-S04,,https://covers.openlibrary.org/b/isbn/9788477511328-L.jpg
The Murder of Roger Ackroyd,Agatha Christie,9788477511328.0,LP,F1-B03-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9788477511328-L.jpg
The Murder of Roger Ackroyd,Agatha Christie,9788477511328.0,PB,F1-B02-S04,,https://covers.openlibrary.org/b/isbn/9788477511328-L.jpg
The Murder of Roger Ackroyd,Agatha Christie,9788477511328.0,PB,F1-B02-S04,,https://covers.openlibrary.org/b/isbn/9788477511328-L.jpg
The Murders in the Rue Morgue,Edgar Allan Poe,9798573532479.0,PB,F2-B24-S07,,https://covers.openlibrary.org/b/isbn/9798573532479-L.jpg
The Murders in the Rue Morgue,Edgar Allan Poe,9798573532479.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9798573532479-L.jpg
The Mysterious Affair at Styles,Agatha Christie,9781983692284.0,PB,F2-B08-S03,,https://covers.openlibrary.org/b/isbn/9781983692284-L.jpg
The Mysterious Affair at Styles,Agatha Christie,9781983692284.0,PB,F2-B08-S03,,https://covers.openlibrary.org/b/isbn/9781983692284-L.jpg
The Mysterious Affair at Styles,Agatha Christie,9781983692284.0,LP,F1-B20-S01,Large print edition,https://covers.openlibrary.org/b/isbn/9781983692284-L.jpg
The Mysterious Affair at Styles,Agatha Christie,9781983692284.0,PB,F2-B08-S03,,https://covers.openlibrary.org/b/isbn/9781983692284-L.jpg
The mysterious Mr Quin,Agatha Christie,9781611737394.0,PB,F1-B19-S06,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9781611737394-L.jpg
The mysterious Mr Quin,Agatha Christie,9781611737394.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9781611737394-L.jpg
The Mystery of Cloomber,Arthur Conan Doyle,9798763804218.0,PB,F2-B15-S08,,https://covers.openlibrary.org/b/isbn/9798763804218-L.jpg
The Mystery of Cloomber,Arthur Conan Doyle,9798763804218.0,PB,F2-B15-S08,,https://covers.openlibrary.org/b/isbn/9798763804218-L.jpg
The Mystery of Cloomber,Arthur Conan Doyle,9798763804218.0,ACD,F0-B12-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798763804218-L.jpg
The Mystery of Cloomber,Arthur Conan Doyle,9798763804218.0,PB,F2-B15-S08,,https://covers.openlibrary.org/b/isbn/9798763804218-L.jpg
The Mystery of the Blue Train,Agatha Christie,9781444802474.0,PB,F2-B10-S07,,https://covers.openlibrary.org/b/isbn/9781444802474-L.jpg
The Mystery of the Blue Train,Agatha Christie,9781444802474.0,ACD,F1-B18-S09,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781444802474-L.jpg
The Naked Sun,Isaac Asimov,9781400134229.0,PB,F1-B09-S08,,https://covers.openlibrary.org/b/isbn/9781400134229-L.jpg
The Naked Sun,Isaac Asimov,9781400134229.0,ACD,F0-B25-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781400134229-L.jpg
The New Jim Crow,Michelle Alexander,9781595585301.0,PB,F1-B06-S03,,https://covers.openlibrary.org/b/isbn/9781595585301-L.jpg
The New Jim Crow,Michelle Alexander,9781595585301.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9781595585301-L.jpg
The Night Before Christmas,Clement Clarke Moore,9780307102027.0,PB,F1-B25-S01,,https://covers.openlibrary.org/b/isbn/9780307102027-L.jpg
The Night Before Christmas,Clement Clarke Moore,9780307102027.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780307102027-L.jpg
The night stalker,Philip Carlo,9780806538419.0,PB,F1-B02-S09,,https://covers.openlibrary.org/b/isbn/9780806538419-L.jpg
The night stalker,Philip Carlo,9780806538419.0,LP,F1-B03-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9780806538419-L.jpg
The Opal Deception,Eoin Colfer,9782070524945.0,PB,F2-B17-S08,,https://covers.openlibrary.org/b/isbn/9782070524945-L.jpg
The Opal Deception,Eoin Colfer,9782070524945.0,LP,F1-B22-S09,Large print edition,https://covers.openlibrary.org/b/isbn/9782070524945-L.jpg
The Opal Deception,Eoin Colfer,9782070524945.0,PB,F2-B17-S08,,https://covers.openlibrary.org/b/isbn/9782070524945-L.jpg
The Opal Deception,Eoin Colfer,9782070524945.0,PB,F2-B17-S08,,https://covers.openlibrary.org/b/isbn/9782070524945-L.jpg
The Origins of Totalitarianism,Hannah Arendt,9788420647715.0,PB,F1-B27-S06,,https://covers.openlibrary.org/b/isbn/9788420647715-L.jpg
The Origins of Totalitarianism,Hannah Arendt,9788420647715.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9788420647715-L.jpg
The Origins of Totalitarianism,Hannah Arendt,9788420647715.0,PB,F1-B27-S06,,https://covers.openlibrary.org/b/isbn/9788420647715-L.jpg
The Origins of Totalitarianism,Hannah Arendt,9788420647715.0,PB,F1-B27-S06,,https://covers.openlibrary.org/b/isbn/9788420647715-L.jpg
The Orphan Master's Son,Adam Johnson,9783518730690.0,PB,F1-B23-S06,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9783518730690-L.jpg
The Orphan Master's Son,Adam Johnson,9783518730690.0,LP,F1-B22-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9783518730690-L.jpg
The Outsider,Stephen King,9783453271845.0,PB,F2-B08-S08,,https://covers.openlibrary.org/b/isbn/9783453271845-L.jpg
The Outsider,Stephen King,9783453271845.0,LP,F1-B13-S04,Large print edition; Donated copy,https://covers.openlibrary.org/b/isbn/9783453271845-L.jpg
The Pale Horse,Agatha Christie,9780671706005.0,PB,F1-B22-S10,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780671706005-L.jpg
The Pale Horse,Agatha Christie,9780671706005.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780671706005-L.jpg
The Paradise Mystery,Joseph Smith Fletcher,9781718907973.0,PB,F1-B22-S02,,https://covers.openlibrary.org/b/isbn/9781718907973-L.jpg
The Paradise Mystery,Joseph Smith Fletcher,9781718907973.0,PB,F1-B22-S02,,https://covers.openlibrary.org/b/isbn/9781718907973-L.jpg
The Paradise Mystery,Joseph Smith Fletcher,9781718907973.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781718907973-L.jpg
The Paradise Mystery,Joseph Smith Fletcher,9781718907973.0,ACD,F0-B16-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781718907973-L.jpg
The Paradise Mystery,Joseph Smith Fletcher,9781718907973.0,PB,F1-B22-S02,,https://covers.openlibrary.org/b/isbn/9781718907973-L.jpg
The Paris Apartment,Lucy Foley,9780008384982.0,PB,F1-B28-S02,,https://covers.openlibrary.org/b/isbn/9780008384982-L.jpg
The Paris Apartment,Lucy Foley,9780008384982.0,PB,F1-B28-S02,,https://covers.openlibrary.org/b/isbn/9780008384982-L.jpg
The Paris Apartment,Lucy Foley,9780008384982.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780008384982-L.jpg
The Paris Apartment,Lucy Foley,9780008384982.0,PB,F1-B28-S02,,https://covers.openlibrary.org/b/isbn/9780008384982-L.jpg
The Pelican Brief,John Grisham,9782724278859.0,PB,F2-B01-S02,,https://covers.openlibrary.org/b/isbn/9782724278859-L.jpg
The Pelican Brief,John Grisham,9782724278859.0,ACD,F1-B27-S05,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9782724278859-L.jpg
The Phoenix and the Carpet,Edith Nesbit,9781366575388.0,PB,F1-B15-S02,,https://covers.openlibrary.org/b/isbn/9781366575388-L.jpg
The Phoenix and the Carpet,Edith Nesbit,9781366575388.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781366575388-L.jpg
The Phoenix and the Carpet,Edith Nesbit,9781366575388.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781366575388-L.jpg
The Phoenix and the Carpet,Edith Nesbit,9781366575388.0,PB,F1-B15-S02,,https://covers.openlibrary.org/b/isbn/9781366575388-L.jpg
The Picture of Dorian Gray,Oscar Wilde,9783518013144.0,PB,F1-B08-S04,,https://covers.openlibrary.org/b/isbn/9783518013144-L.jpg
The Picture of Dorian Gray,Oscar Wilde,9783518013144.0,LP,F1-B08-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9783518013144-L.jpg
The Picture of Dorian Gray,Oscar Wilde,9783518013144.0,PB,F1-B08-S04,,https://covers.openlibrary.org/b/isbn/9783518013144-L.jpg
The Picture of Dorian Gray,Oscar Wilde,9783518013144.0,PB,F1-B08-S04,,https://covers.openlibrary.org/b/isbn/9783518013144-L.jpg
The plays of Oscar Wilde,Oscar Wilde,9780003701784.0,PB,F2-B22-S09,Donated copy,https://covers.openlibrary.org/b/isbn/9780003701784-L.jpg
The plays of Oscar Wilde,Oscar Wilde,9780003701784.0,PB,F2-B22-S09,Donated copy,https://covers.openlibrary.org/b/isbn/9780003701784-L.jpg
The plays of Oscar Wilde,Oscar Wilde,9780003701784.0,PB,F2-B22-S09,Donated copy,https://covers.openlibrary.org/b/isbn/9780003701784-L.jpg
The plays of Oscar Wilde,Oscar Wilde,9780003701784.0,ADIG,,Donated copy; Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780003701784-L.jpg
The postman always rings twice,James M. Cain,9780899682341.0,PB,F1-B21-S03,,https://covers.openlibrary.org/b/isbn/9780899682341-L.jpg
The postman always rings twice,James M. Cain,9780899682341.0,ACD,F1-B27-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780899682341-L.jpg
The Prince,Niccolò Machiavelli,9781986472470.0,PB,F1-B18-S07,,https://covers.openlibrary.org/b/isbn/9781986472470-L.jpg
The Prince,Niccolò Machiavelli,9781986472470.0,PB,F1-B18-S07,,https://covers.openlibrary.org/b/isbn/9781986472470-L.jpg
The Prince,Niccolò Machiavelli,9781986472470.0,PB,F1-B18-S07,,https://covers.openlibrary.org/b/isbn/9781986472470-L.jpg
The Prince,Niccolò Machiavelli,9781986472470.0,LP,F1-B15-S09,Large print edition,https://covers.openlibrary.org/b/isbn/9781986472470-L.jpg
The Prince,Niccolò Machiavelli,9781986472470.0,PB,F1-B18-S07,,https://covers.openlibrary.org/b/isbn/9781986472470-L.jpg
The Prisoner of Zenda,Anthony Hope,9798462623943.0,PB,F2-B07-S07,,https://covers.openlibrary.org/b/isbn/9798462623943-L.jpg
The Prisoner of Zenda,Anthony Hope,9798462623943.0,PB,F2-B07-S07,,https://covers.openlibrary.org/b/isbn/9798462623943-L.jpg
The Prisoner of Zenda,Anthony Hope,9798462623943.0,PB,F2-B07-S07,,https://covers.openlibrary.org/b/isbn/9798462623943-L.jpg
The Prisoner of Zenda,Anthony Hope,9798462623943.0,PB,F2-B07-S07,,https://covers.openlibrary.org/b/isbn/9798462623943-L.jpg
"The Private Memoirs and Confessions of a Justified Sinner (With a Detail of Curious Traditionary Facts, and Other Evidence, by the Editor)",James Hogg,9781406953541.0,PB,F2-B08-S05,,https://covers.openlibrary.org/b/isbn/9781406953541-L.jpg
"The Private Memoirs and Confessions of a Justified Sinner (With a Detail of Curious Traditionary Facts, and Other Evidence, by the Editor)",James Hogg,9781406953541.0,PB,F2-B08-S05,,https://covers.openlibrary.org/b/isbn/9781406953541-L.jpg
"The Private Memoirs and Confessions of a Justified Sinner (With a Detail of Curious Traditionary Facts, and Other Evidence, by the Editor)",James Hogg,9781406953541.0,LP,F1-B28-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9781406953541-L.jpg
"The Private Memoirs and Confessions of a Justified Sinner (With a Detail of Curious Traditionary Facts, and Other Evidence, by the Editor)",James Hogg,9781406953541.0,PB,F2-B08-S05,,https://covers.openlibrary.org/b/isbn/9781406953541-L.jpg
"The Private Memoirs and Confessions of a Justified Sinner (With a Detail of Curious Traditionary Facts, and Other Evidence, by the Editor)",James Hogg,9781406953541.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781406953541-L.jpg
The Prophet,Kahlil Gibran,9782851088345.0,PB,F2-B06-S10,,https://covers.openlibrary.org/b/isbn/9782851088345-L.jpg
The Prophet,Kahlil Gibran,9782851088345.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9782851088345-L.jpg
The Railway Children,Edith Nesbit,9798620104833.0,PB,F1-B23-S07,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9798620104833-L.jpg
The Railway Children,Edith Nesbit,9798620104833.0,LP,F1-B09-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9798620104833-L.jpg
The Rainmaker,John Grisham,9788483468777.0,PB,F2-B14-S07,,https://covers.openlibrary.org/b/isbn/9788483468777-L.jpg
The Rainmaker,John Grisham,9788483468777.0,LP,F1-B28-S01,Large print edition,https://covers.openlibrary.org/b/isbn/9788483468777-L.jpg
The Regulators,Stephen King,9788497595940.0,PB,F1-B10-S05,,https://covers.openlibrary.org/b/isbn/9788497595940-L.jpg
The Regulators,Stephen King,9788497595940.0,PB,F1-B10-S05,,https://covers.openlibrary.org/b/isbn/9788497595940-L.jpg
The Regulators,Stephen King,9788497595940.0,LP,F1-B11-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9788497595940-L.jpg
The Regulators,Stephen King,9788497595940.0,LP,F1-B11-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9788497595940-L.jpg
The Regulators,Stephen King,9788497595940.0,LP,F1-B11-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9788497595940-L.jpg
The Return of Sherlock Holmes,Arthur Conan Doyle,9798493761096.0,PB,F1-B24-S02,,https://covers.openlibrary.org/b/isbn/9798493761096-L.jpg
The Return of Sherlock Holmes,Arthur Conan Doyle,9798493761096.0,PB,F1-B24-S02,,https://covers.openlibrary.org/b/isbn/9798493761096-L.jpg
The Return of Sherlock Holmes,Arthur Conan Doyle,9798493761096.0,PB,F1-B24-S02,,https://covers.openlibrary.org/b/isbn/9798493761096-L.jpg
The Return of Sherlock Holmes,Arthur Conan Doyle,9798493761096.0,PB,F1-B24-S02,,https://covers.openlibrary.org/b/isbn/9798493761096-L.jpg
The Riddle of the Sands,Erskine Childers,9798609669896.0,PB,F2-B18-S01,,https://covers.openlibrary.org/b/isbn/9798609669896-L.jpg
The Riddle of the Sands,Erskine Childers,9798609669896.0,LP,F1-B03-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9798609669896-L.jpg
The Road to Oz,L. Frank Baum,9798558036466.0,PB,F1-B14-S08,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9798558036466-L.jpg
The Road to Oz,L. Frank Baum,9798558036466.0,LP,F1-B12-S07,Popular title - keep on display; Large print edition,https://covers.openlibrary.org/b/isbn/9798558036466-L.jpg
The Road to Oz,L. Frank Baum,9798558036466.0,PB,F1-B14-S08,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9798558036466-L.jpg
The Road to Oz,L. Frank Baum,9798558036466.0,PB,F1-B14-S08,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9798558036466-L.jpg
The Road to Oz,L. Frank Baum,9798558036466.0,LP,F1-B12-S07,Popular title - keep on display; Large print edition,https://covers.openlibrary.org/b/isbn/9798558036466-L.jpg
The Running Man,Stephen King,9782290026946.0,PB,F2-B22-S06,,https://covers.openlibrary.org/b/isbn/9782290026946-L.jpg
The Running Man,Stephen King,9782290026946.0,PB,F2-B22-S06,,https://covers.openlibrary.org/b/isbn/9782290026946-L.jpg
The Running Man,Stephen King,9782290026946.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9782290026946-L.jpg
The Running Man,Stephen King,9782290026946.0,LP,F1-B25-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9782290026946-L.jpg
The Sea Fairies,L. Frank Baum,9781098604226.0,PB,F2-B04-S04,,https://covers.openlibrary.org/b/isbn/9781098604226-L.jpg
The Sea Fairies,L. Frank Baum,9781098604226.0,LP,F1-B01-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781098604226-L.jpg
The Sea Fairies,L. Frank Baum,9781098604226.0,PB,F2-B04-S04,,https://covers.openlibrary.org/b/isbn/9781098604226-L.jpg
The Sea Fairies,L. Frank Baum,9781098604226.0,PB,F2-B04-S04,,https://covers.openlibrary.org/b/isbn/9781098604226-L.jpg
The Secret Adversary,Agatha Christie,9781484054376.0,PB,F1-B13-S02,,https://covers.openlibrary.org/b/isbn/9781484054376-L.jpg
The Secret Adversary,Agatha Christie,9781484054376.0,LP,F1-B05-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9781484054376-L.jpg
The Secret Adversary,Agatha Christie,9781484054376.0,PB,F1-B13-S02,,https://covers.openlibrary.org/b/isbn/9781484054376-L.jpg
The Secret Adversary,Agatha Christie,9781484054376.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781484054376-L.jpg
The Secret Adversary,Agatha Christie,9781484054376.0,PB,F1-B13-S02,,https://covers.openlibrary.org/b/isbn/9781484054376-L.jpg
The Secret Garden,Frances Hodgson Burnett,9798499975633.0,PB,F2-B19-S07,,https://covers.openlibrary.org/b/isbn/9798499975633-L.jpg
The Secret Garden,Frances Hodgson Burnett,9798499975633.0,PB,F2-B19-S07,,https://covers.openlibrary.org/b/isbn/9798499975633-L.jpg
The Secret Garden,Frances Hodgson Burnett,9798499975633.0,PB,F2-B19-S07,,https://covers.openlibrary.org/b/isbn/9798499975633-L.jpg
The Secret Garden,Frances Hodgson Burnett,9798499975633.0,PB,F2-B19-S07,,https://covers.openlibrary.org/b/isbn/9798499975633-L.jpg
The Secret Garden,Frances Hodgson Burnett,9798499975633.0,PB,F2-B19-S07,,https://covers.openlibrary.org/b/isbn/9798499975633-L.jpg
The Secret of Chimneys,Agatha Christie,9788447357833.0,PB,F1-B07-S10,,https://covers.openlibrary.org/b/isbn/9788447357833-L.jpg
The Secret of Chimneys,Agatha Christie,9788447357833.0,ACD,F1-B07-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9788447357833-L.jpg
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,9786257913478.0,PB,F1-B03-S07,,https://covers.openlibrary.org/b/isbn/9786257913478-L.jpg
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,9786257913478.0,ACD,F0-B28-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9786257913478-L.jpg
The Seven Dials Mystery,Agatha Christie,9788327150912.0,PB,F2-B16-S01,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788327150912-L.jpg
The Seven Dials Mystery,Agatha Christie,9788327150912.0,PB,F2-B16-S01,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788327150912-L.jpg
The Seven Dials Mystery,Agatha Christie,9788327150912.0,PB,F2-B16-S01,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788327150912-L.jpg
The Seven Dials Mystery,Agatha Christie,9788327150912.0,PB,F2-B16-S01,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788327150912-L.jpg
The Seven Dials Mystery,Agatha Christie,9788327150912.0,PB,F2-B16-S01,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788327150912-L.jpg
The Sicilian,Mario Puzo,9780099580799.0,PB,F1-B23-S05,,https://covers.openlibrary.org/b/isbn/9780099580799-L.jpg
The Sicilian,Mario Puzo,9780099580799.0,ACD,F1-B13-S10,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780099580799-L.jpg
The Sicilian,Mario Puzo,9780099580799.0,PB,F1-B23-S05,,https://covers.openlibrary.org/b/isbn/9780099580799-L.jpg
The Sicilian,Mario Puzo,9780099580799.0,PB,F1-B23-S05,,https://covers.openlibrary.org/b/isbn/9780099580799-L.jpg
The Sign of Four,Arthur Conan Doyle,9798750272181.0,PB,F2-B11-S02,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9798750272181-L.jpg
The Sign of Four,Arthur Conan Doyle,9798750272181.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9798750272181-L.jpg
The Silver Chair,C. S. Lewis,9781561797929.0,PB,F2-B06-S08,,https://covers.openlibrary.org/b/isbn/9781561797929-L.jpg
The Silver Chair,C. S. Lewis,9781561797929.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781561797929-L.jpg
The simple truth,David Baldacci,9783404146260.0,PB,F2-B16-S02,,https://covers.openlibrary.org/b/isbn/9783404146260-L.jpg
The simple truth,David Baldacci,9783404146260.0,PB,F2-B16-S02,,https://covers.openlibrary.org/b/isbn/9783404146260-L.jpg
The simple truth,David Baldacci,9783404146260.0,PB,F2-B16-S02,,https://covers.openlibrary.org/b/isbn/9783404146260-L.jpg
The simple truth,David Baldacci,9783404146260.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9783404146260-L.jpg
The simple truth,David Baldacci,9783404146260.0,LP,F1-B02-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9783404146260-L.jpg
The Sittaford Mystery,Agatha Christie,9780008769840.0,PB,F2-B25-S10,,https://covers.openlibrary.org/b/isbn/9780008769840-L.jpg
The Sittaford Mystery,Agatha Christie,9780008769840.0,LP,F1-B28-S10,Large print edition; Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9780008769840-L.jpg
The Story of Doctor Dolittle,Hugh Lofting,9780688140014.0,PB,F2-B09-S10,,https://covers.openlibrary.org/b/isbn/9780688140014-L.jpg
The Story of Doctor Dolittle,Hugh Lofting,9780688140014.0,LP,F1-B15-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9780688140014-L.jpg
The Story of Doctor Dolittle,Hugh Lofting,9780688140014.0,ACD,F0-B02-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780688140014-L.jpg
The Story of Doctor Dolittle,Hugh Lofting,9780688140014.0,PB,F2-B09-S10,,https://covers.openlibrary.org/b/isbn/9780688140014-L.jpg
The Story of the Amulet,Edith Nesbit,9798747778610.0,PB,F2-B17-S09,,https://covers.openlibrary.org/b/isbn/9798747778610-L.jpg
The Story of the Amulet,Edith Nesbit,9798747778610.0,ACD,F0-B02-S09,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798747778610-L.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,9780361082082.0,PB,F1-B12-S05,,https://covers.openlibrary.org/b/isbn/9780361082082-L.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,9780361082082.0,PB,F1-B12-S05,,https://covers.openlibrary.org/b/isbn/9780361082082-L.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,9780361082082.0,ACD,F1-B04-S05,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780361082082-L.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,9780361082082.0,PB,F1-B12-S05,,https://covers.openlibrary.org/b/isbn/9780361082082-L.jpg
The Subtle Knife,Philip Pullman,9783551352378.0,PB,F1-B15-S10,,https://covers.openlibrary.org/b/isbn/9783551352378-L.jpg
The Subtle Knife,Philip Pullman,9783551352378.0,ACD,F0-B03-S09,Audiobook (CD); Donated copy,https://covers.openlibrary.org/b/isbn/9783551352378-L.jpg
The Tale of Peter Rabbit,Beatrix Potter,9780723244325.0,PB,F1-B10-S04,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9780723244325-L.jpg
The Tale of Peter Rabbit,Beatrix Potter,9780723244325.0,LP,F1-B23-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9780723244325-L.jpg
